,S_No,user_id,username,tweet,unix_time,title,year,rating
324,761425,16542144,horacebury,I rated Pirates of the Caribbean: On Stranger Tides 7/10 ,1390009687,,,
325,761426,16542144,horacebury,I rated The Rum Diary 8/10 ,1390009673,,,
326,761427,16542144,horacebury,I rated Alice in Wonderland 7/10 ,1390009634,,,
327,761428,16542144,horacebury,I rated Sweeney Todd: The Demon Barber of Fleet Street 7/10 ,1390009613,,,
328,761429,16542144,horacebury,I rated Edward Scissorhands 8/10 ,1390009597,,,
329,761430,20515255,dBoi_massive,I rated Thor 6/10 ,1390009538,,,
330,761431,20515255,dBoi_massive,I rated RocknRolla 7/10 ,1390009518,,,
331,761432,46077035,Innicas,I rated The Book of Eli 5/10 ,1390009507,,,
332,761433,40903183,megaege_,I rated American Hustle 8/10 ,1390008439,,,
333,761434,1056915984,Hanbalz,I rated Fruitvale Station 8/10 ,1390008437,,,
334,761435,125764009,Serge_K_,I rated Гонка 8/10 ,1390008436,,,
335,761436,491194309,spectaclum,I rated Thirty-Eight Snub 8/10 ,1390008235,,,
336,761437,623360797,cinEmotionpix,I rated #Trance 9/10 ,1390007826,,,
337,761438,986657844,DeanThorGrobler,I rated The Book Thief 8/10 ,1390007706,,,
338,761439,578139185,dennisbird79,I rated Cloudy with a Chance of Meatballs 2 7/10 ,1390007612,,,
339,761440,474626712,JohnVelez1969,I rated Herbie Goes Bananas 7/10 ,1390007441,,,
340,761441,61698462,DukeRules91,I rated Devil's Due 7/10 ,1390007160,,,
341,761442,265502208,nickoli2238,I rated The Big Bang Theory 10/10 ,1390006026,,,
342,761443,229985772,patrickdconinck,I rated Olympus Has Fallen 7/10 ,1390005784,,,
343,761444,52075588,RohanMM,I rated The Long Bright Dark 9/10 ,1390005733,,,
344,761445,279028310,fmalfahad,I rated The Book Thief 7/10 ,1390005601,,,
345,761446,494199661,mcbealer,I rated 20 Feet from Stardom 8/10  http://t.co/GmVDW2jhce,1390005573,,,
346,761447,411783047,Moha_alsayed,I rated Parkland 8/10 ,1390005525,,,
347,761448,411783047,Moha_alsayed,I rated Parkland 8/10 ,1390005477,,,
348,761449,474626712,JohnVelez1969,I rated Herbie Rides Again 9/10 ,1390005432,,,
349,761450,474626712,JohnVelez1969,I rated Herbie Goes to Monte Carlo 9/10 ,1390005392,,,
350,761451,1602088327,TG4UPresents,I rated Pay It Forward 9/10 ,1390004886,,,
351,761452,1602088327,TG4UPresents,I rated The Frighteners 7/10 ,1390004829,,,
352,761453,99204847,ERIOKURA,I rated Jack Ryan: Shadow Recruit 7/10 ,1390004644,,,
353,761454,84389890,maxwellhubbard,I rated The Wolf of Wall Street 10/10 ,1390004484,,,
354,761455,136412096,ortopedidoktoru,I rated 47 Ronin 6/10 ,1390004459,,,
355,761456,52136801,_QG_,I rated Fruitvale Station 8/10 ,1390004303,,,
356,761457,120565163,khalid606,I rated Philomena 6/10 ,1390004285,,,
357,761458,271513771,Gemi0613,I rated #MilkFilm 10/10 ,1390003747,,,
358,761459,633090872,EmmanuelBigombe,I rated Chozen 5/10 ,1390003490,,,
359,761460,1196168575,mosab1421,I rated The Hobbit: The Desolation of Smaug 10/10 ,1390003399,,,
360,761461,62831232,philsquick,I rated The Devil's Bargain 7/10 ,1390003333,,,
361,761462,15331935,pvanhouts,I rated Frozen 8/10  http://t.co/iveUHYDoQl,1390003200,,,
362,761463,57985877,BinaniSergio,I rated Smokin' Aces 8/10 ,1390003166,,,
363,761464,559366544,corkgeordie,I rated Grand Theft Auto V 10/10 ,1390003110,,,
364,761465,98209772,Barakat_Ali,I rated Red 2 10/10 ,1390003040,,,
365,761466,24418669,Steviioo,I rated The Lord of the Rings: The Return of the King 9/10 ,1390003018,,,
366,761467,476111225,Rob180Brown,I rated The Wolf of Wall Street 9/10 ,1390002757,,,
367,761468,86731400,FrancisEnc,I rated Wolf of Wall Street 7/10 ,1390002715,,,
368,761469,93850693,morrisona1964,I rated Alter Egos 6/10 ,1390002702,,,
369,761470,80669174,Ahmed_Hilal7,I rated Captain Phillips 10/10 ,1390002658,,,
370,761471,113534810,bejeschk,I rated Captain Phillips 10/10 ,1390002538,,,
371,761472,91829015,ReeseBeck,I rated Lone Survivor 10/10 ,1390002085,,,
372,761473,81087755,DuyguToplan,I rated Captain Phillips 7/10 ,1390001931,,,
373,761474,238526358,davec09,I rated The Secret Life of Walter Mitty 9/10 ,1390001586,,,
374,761475,30493747,erosinlove,I rated Lone Survivor 10/10 ,1390001255,,,
375,761476,66355719,Bursalioglu,I rated Sherlock 9/10 ,1390001100,,,
376,761477,298598540,HGkts_,I rated Aftershock: 3/10 ,1390000942,,,
377,761478,11998132,AbOd,I rated Captain Phillips 8/10 ,1390000769,,,
378,761479,329724644,thatJasonBump,I rated Gravity 10/10 ,1390000736,,,
379,761480,1032409758,Saumya7947,I rated His Last Vow 10/10 ,1390000461,,,
380,761481,136575990,Zzzzuuuppp,I rated The World's End 9/10 ,1390000313,,,
381,761482,276007817,FitzGuinness,I rated The Angels' Share 7/10 ,1390000279,,,
382,761483,291492398,Sarabeth_am,I rated The Heat 6/10 ,1390000000,,,
383,761484,45821695,nickdesouza,I rated 12 Years a Slave 10/10 ,1389998947,,,
384,761485,300536841,m_fkocsln,I rated ''The Secret Life of Walter Mitty'' 6/10  http://t.co/GbWNLykO9p,1389998909,,,
385,761486,300536841,m_fkocsln,I rated ''Inside Llewyn Davis'' 8/10  http://t.co/f1ydX9t9cj,1389998846,,,
386,761487,25812222,Manfonse,I rated Limitless 6/10 ,1389998762,,,
387,761488,416603029,Roy1984tw,I rated Rurouni Kenshin 7/10 ,1389998658,,,
388,761489,403579432,wraggy1986,I rated The Seasoning House 4/10 ,1389998577,,,
389,761490,476393579,jackdwhiskey,I rated Man lever bara två gånger 6/10 ,1389998141,,,
390,761491,104212294,Tahirson,I rated About Time 8/10 ,1389998005,,,
391,761492,83891920,nc229,I rated Captain Phillips 8/10 ,1389997675,,,
392,761493,2199189492,iAnas_LFC,I rated The Wolf of Wall Street 10/10 ,1389997467,,,
393,761494,1383369708,Anntex1,I rated Don't Die on Me 10/10 ,1389997160,,,
394,761495,539141285,StigLykkenNygrd,I rated The Promotion 6/10 ,1389996986,,,
395,761496,80670197,M_Majki,I rated Jackass Presents: Bad Grandpa 5/10 ,1389996903,,,
396,761497,80670197,M_Majki,I rated Captain Phillips 8/10 ,1389996880,,,
397,761498,142305414,nazzreen,I rated Her 10/10 ,1389996773,,,
398,761499,47227507,spacez23,I rated Her 8/10 ,1389996753,,,
399,761500,15031886,Nells69,I rated Ender's Game 7/10 ,1389996659,,,
400,761501,15335322,strasboorg,I rated About Time 8/10 ,1389996602,,,
401,761502,98556616,APlasticPaddy,I rated The Conversation 6/10 ,1389996495,,,
402,761503,98556616,APlasticPaddy,I rated Mississippi Burning 8/10 ,1389996475,,,
403,761504,312708904,aziz4350,I rated The Nut Job 7/10 ,1389996407,,,
404,761505,247484057,mr0ca,I rated Captain Phillips 9/10  http://t.co/5uFO8y7AqB #IMDB,1389996034,,,
405,761506,329724644,thatJasonBump,I rated True Detective 9/10 ,1389995634,,,
406,761507,395251108,haanhoff,I rated Fjällbackamorden: Vänner för livet 5/10 ,1389995236,,,
407,761508,395251108,haanhoff,I rated Fjällbackamorden: Ljusets drottning 6/10 ,1389995184,,,
408,761509,395251108,haanhoff,I rated Fjällbackamorden: Strandridaren 6/10 ,1389995131,,,
409,761510,98360468,ezio0026,I rated Burn After Reading 8/10 ,1389994982,,,
410,761511,358943124,daveb02,I rated Pacific Rim 5/10 ,1389994960,,,
411,761512,58025247,_MZaid,I rated The Lives of Others 8/10 ,1389994846,,,
412,761513,235721655,WEkvall,I rated Riddick 4/10 ,1389994698,,,
413,761514,511462050,fkhasiyev,I rated Reservoir Dogs 7/10 ,1389994682,,,
414,761515,235327687,Tony_Flo,I rated The Wolf of Wall Street 9/10 ,1389994514,,,
415,761516,1618624044,recomiendameuna,I rated The Wolf of Wall Street 9/10 ,1389994503,,,
416,761517,411783047,Moha_alsayed,I rated We Are What We Are 6/10 ,1389994432,,,
417,761518,411783047,Moha_alsayed,I rated Lovelace 7/10 ,1389994202,,,
418,761519,34594124,manosfok,I rated I magiki ombrela 9/10 ,1389993999,,,
419,761520,248346707,nikokolev,I rated Elysium 8/10 ,1389993485,,,
420,761521,39643954,patetamparo,I rated Looper 8/10 ,1389993301,,,
421,761522,30824681,MarkBarrieEwing,I rated Olympus Has Fallen 9/10 ,1389993090,,,
422,761523,136575990,Zzzzuuuppp,I rated Az öt legenda 10/10 ,1389993027,,,
423,761524,303384618,BUD_com,I rated Lilyhammer 8/10 ,1389992969,,,
424,761525,2264120687,Alex_Carter86,I rated Lone Survivor 8/10 ,1389992674,,,
425,761526,49056998,MiguelDeOlarte,I rated Jobs; El hombre que revolucionó al mundo 5/10 ,1389992533,,,
426,761527,174966605,Norational,I rated The Wolf of Wall Street 5/10 ,1389992527,,,
427,761528,149066835,amerolba,I rated The Book Thief 7/10 ,1389992497,,,
428,761529,49056998,MiguelDeOlarte,I rated Gravedad 9/10 ,1389992447,,,
429,761530,238553119,domheng23,I rated Jack Ryan: Shadow Recruit 6/10 ,1389992394,,,
430,761531,161261096,Joonchik,I rated Jack Ryan: Shadow Recruit 6/10 ,1389992381,,,
431,761532,726648811,Jones94Kyle,I rated Captain Phillips 8/10 ,1389992233,,,
432,761533,726648811,Jones94Kyle,I rated Dallas Buyers Club 7.5/10 ,1389992174,,,
433,761534,82090510,Jack_Thomson,I rated The Wolf of Wall Street 9/10 ,1389992157,,,
434,761535,23120223,campbelldropout,I rated Lethal Weapon 2 7/10 ,1389991484,,,
435,761536,427097691,IamAlexSerra,I rated The Secret of Kells 7/10 ,1389990460,,,
436,761537,307774045,Marvelia23,I rated Short Term 12 9/10 ,1389990111,,,
437,761538,200986135,YAZEED_H,I rated Captain Phillips 8/10 ,1389989913,,,
438,761539,49925299,PiUnusual,I rated 12 Years a Slave 10/10 ,1389989669,,,
439,761540,122033978,angryravens,I rated Gravity 10/10 ,1389989296,,,
440,761541,562248357,uzbaris,I rated Last Vegas 7/10 ,1389989174,,,
441,761542,247484057,mr0ca,I rated Austenland 5/10  http://t.co/sMowTkQgxx #IMDB,1389988618,,,
442,761543,196959376,AliAbubakr,I rated Saving Mr. Banks 8/10 ,1389988500,,,
443,761544,34932414,skobenland,I rated Thinner 6/10 ,1389988467,,,
444,761545,196959376,AliAbubakr,I rated The Wolf of Wall Street 8/10 ,1389988460,,,
445,761546,2284146001,richardjimenezd,I rated Rush 8/10 ,1389988257,,,
446,761547,2284146001,richardjimenezd,I rated The Hunger Games: Catching Fire 9/10 ,1389988182,,,
447,761548,2284146001,richardjimenezd,I rated The Hobbit: The Desolation of Smaug 8/10 ,1389988171,,,
448,761549,2284146001,richardjimenezd,I rated Lone Survivor 7/10 ,1389988101,,,
449,761550,2284146001,richardjimenezd,I rated Frozen 7/10 ,1389988081,,,
450,761551,2284146001,richardjimenezd,I rated 12 Years a Slave 9/10 ,1389988047,,,
451,761552,311120525,lovealandjill,I rated Dracula 8/10  http://t.co/4x292TvNbL,1389987303,,,
452,761553,1291763293,leekhan1980,I rated Lake Tahoe 6/10 ,1389987253,,,
453,761554,1266804170,mohammed__135,I rated The Wolf of Wall Street 7/10 ,1389986941,,,
454,761555,223216880,meltemgucel,I rated Captain Phillips 8/10 ,1389986728,,,
455,761556,68181319,amarinm_,I rated Frozen: una aventura congelada 9/10 ,1389986543,,,
456,761557,573780989,VeyselOnat1,I rated I Am Number Four 10/10  http://t.co/kfh9N9o39h,1389986106,,,
457,761558,573780989,VeyselOnat1,I rated Game of Thrones 10/10  http://t.co/dRHWIPoHrL,1389986072,,,
458,761559,573780989,VeyselOnat1,I rated The Hobbit: The Desolation of Smaug 10/10  http://t.co/SZSgnpjIIw,1389986036,,,
459,761560,20489012,stephenradical,I rated Captain Phillips 7/10 ,1389985668,,,
460,761561,18835523,AJRNews,I rated American Hustle 7/10 ,1389985495,,,
461,761562,827181714,RobHeal34,I rated #Tomb Raider 10/10 ,1389985421,,,
462,761563,301070569,BirstallBoy73,I rated Scott Pilgrim vs. the World 6/10 ,1389985225,,,
463,761564,328551700,wadeyinred,I rated American Hustle 7/10 ,1389985079,,,
464,761565,328551700,wadeyinred,I rated Celeste &amp; Jesse Forever 7/10 ,1389985033,,,
465,761566,40628724,generalmartin,I rated Flags of Our Fathers 8/10 ,1389984917,,,
466,761567,15720823,jedstur,I rated Captain Phillips 8/10 ,1389984697,,,
467,761568,162407269,PlusEqualsOne,I rated The Wolf of Wall Street 8/10 ,1389984656,,,
468,761569,76353590,spasqualato,I rated Moonrise Kingdom - Una fuga d'amore 8/10 ,1389984487,,,
469,761570,101561925,mobaazeem,I rated Captain Phillips 9/10 ,1389984264,,,
470,761571,168489730,adanaliamele,I rated American Hustle 8/10 ,1389983925,,,
471,761572,499963817,Mahdi_Tamimi,I rated Full Metal Jacket 7/10 ,1389983377,,,
472,761573,192097769,wilson_smith93,I rated Bronson 10/10 ,1389983178,,,
473,761574,168300398,RobzZ01,I rated Blood Diamond 7/10 ,1389983140,,,
474,761575,430440366,teganwendy1987,I rated Shadow 8/10 ,1389983078,,,
475,761576,256871815,MeshariBaker,I rated Blood Alley 6/10 ,1389982407,,,
476,761577,53121037,iancaster,I rated Pride &amp; Prejudice 8/10 ,1389981449,,,
477,761578,233573383,liamc2112,I rated Iron Man 3 8/10 ,1389981446,,,
478,761579,53121037,iancaster,I rated Atonement 8/10 ,1389981406,,,
479,761580,53121037,iancaster,I rated Anna Karenina 7/10 ,1389981335,,,
480,761581,363853315,crumblycheddar,I rated What Maisie Knew 8/10 ,1389981006,,,
481,761582,303140379,VLuyn,I rated Captain Phillips 9/10 ,1389980411,,,
482,761583,259648705,thedarkin,I rated Anchorman 2: The Legend Continues 7.5/10 ,1389980291,,,
483,761584,1683079705,Nickatron1989,I rated Dream Home 1/10  http://t.co/VIlw71ya0a,1389980181,,,
484,761585,50933404,bapdan,I rated Blow 6/10 ,1389980149,,,
485,761586,122033978,angryravens,I rated Nor'easter 8/10 ,1389979912,,,
486,761587,374502859,OzMissyKJ,I rated The Heat 8/10 ,1389979512,,,
487,761588,288496434,blueaura18,I rated The Bling Ring 6/10 ,1389978773,,,
488,761589,936161322,fuckingjd,I rated August: Osage County 7/10  http://t.co/BFbrNhpimb,1389978615,,,
489,761590,62749239,donje__,I rated Carrie 3/10 ,1389978464,,,
490,761591,79069068,CE_x0,I rated Supernatural 10/10 ,1389978301,,,
491,761592,301124715,EnesErkahraman,I rated Intouchables 9/10 ,1389976917,,,
492,761593,19978510,ayreej,I rated Her 10/10 ,1389976757,,,
493,761594,866579527,muthamichminx,I rated Promised Land 6/10 ,1389976620,,,
494,761595,356672183,aak112,I rated Barton Fink 7/10 ,1389976543,,,
495,761596,122033978,angryravens,I rated Internment 9/10 ,1389976537,,,
496,761597,356672183,aak112,I rated Upstream Color 7/10 ,1389976520,,,
497,761598,6249902,sengming,I rated Her 6/10 ,1389975747,,,
498,761599,444333043,Vikasithaonfire,I rated Sherlock Holmes 10/10 ,1389973902,,,
499,761600,444333043,Vikasithaonfire,I rated Sherlock Holmes 10/10 ,1389973876,,,
500,761601,210676048,THSZone,I rated Carrie 6/10 ,1389973692,,,
501,761602,288496434,blueaura18,I rated We're the Millers 8/10 ,1389973481,,,
502,761603,337068089,utassydv,I rated Párbaj 7/10 ,1389973008,,,
503,761604,221731825,waritsara_0611,I rated The Impossible 10/10 ,1389972978,,,
504,761605,122033978,angryravens,I rated Tricks and Treats 8/10 ,1389972935,,,
505,761606,252040191,Faulksta,I rated Cloudy with a Chance of Meatballs 2 5/10 ,1389972926,,,
506,761607,252040191,Faulksta,I rated Prisoners 8/10 ,1389972869,,,
507,761608,710490749,hamaomer98,I rated The Wolf of Wall Street 8/10 ,1389971607,,,
508,761609,26959381,NZ_Yaman,I rated Sleepy Hollow 7/10 ,1389970584,,,
509,761610,1975961101,SDrWho,I rated Hot Fuzz 9/10 ,1389970543,,,
510,761611,474626712,JohnVelez1969,I rated The Apple Dumpling Gang 10/10 ,1389970483,,,
511,761612,156711368,nicfluff777,I rated Anchorman 2: The Legend Continues 9/10 ,1389970439,,,
512,761613,474626712,JohnVelez1969,I rated The Love Bug 10/10 ,1389969586,,,
513,761614,60909762,vikrambagri,I rated Blue Jasmine 8/10 ,1389969134,,,
514,761615,256389137,eirinichristaki,I rated Ekei pou den to perimeneis 3/10 ,1389968802,,,
515,761616,107978229,matusisko_,I rated X-Men: The Last Stand 8/10 ,1389968682,,,
516,761617,173388684,iaintprettyTony,I rated American Hustle 7/10 ,1389967972,,,
517,761618,61905548,Author_SGoddard,I rated The Boys Are Back 7/10 ,1389967518,,,
518,761619,366327188,NSaihati,I rated Side Effects 8/10 ,1389966876,,,
519,761620,90504814,elcinzorlu,I rated Wrath of the Titans 5/10 ,1389966199,,,
520,761621,191370053,CzarekKukowka,I rated Don Jon 5/10 ,1389966173,,,
521,761622,16167661,albertopilato,I rated The Counselor - Il procuratore 5/10 ,1389966165,,,
522,761623,43891786,chipsareready,I rated GLOW: The Story of the Gorgeous Ladies of Wrestling 8/10 ,1389965516,,,
523,761624,133215196,SolGallas,I rated Sherlock 10/10 ,1389964843,,,
524,761625,73867998,eyadk3ki,I rated The Necessary Death of Charlie Countryman 6/10 ,1389964822,,,
525,761626,5632732,yuzuki_m,I rated Only Lovers Left Alive 6/10 ,1389964707,,,
526,761627,492769213,chadiscollins,I rated The Town That Dreaded Sundown 7/10 ,1389964497,,,
527,761628,45812321,bittermoon666,I rated Runner Runner 6/10 ,1389964278,,,
528,761629,45812321,bittermoon666,I rated Rush 8/10 ,1389964218,,,
529,761630,42076043,BrashPrash,I rated The Devil's Double 7/10 ,1389964214,,,
530,761631,333705790,Ahmed_Alghanim,I rated Don Jon 5/10 ,1389964159,,,
531,761632,1383055014,Teriyakil3oyz,I rated The Hobbit: The Desolation of Smaug 8/10 ,1389963217,,,
532,761633,90504814,elcinzorlu,I rated Helix 7/10 ,1389963122,,,
533,761634,16319784,lisastethem,I rated Storm Rider 7/10 ,1389962289,,,
534,761635,334354494,JaureguiGerardo,I rated Dulce venganza 6/10 ,1389962269,,,
535,761636,350329471,ICallHerPoppy,I rated Fruitvale Station 8/10 ,1389962170,,,
536,761637,350329471,ICallHerPoppy,I rated Lee Daniels' The Butler 8/10 ,1389961749,,,
537,761638,820493198,chemdi2002,I rated Breaking Bad 10/10 ,1389961621,,,
538,761639,209438094,salman_otaiby,I rated The Wrestler 8/10 ,1389961416,,,
539,761640,337068089,utassydv,I rated Éjszaka a Földön 7/10 ,1389961270,,,
540,761641,1640051778,ynudiraa4,I rated Oblivion 7/10 ,1389961145,,,
541,761642,1492393789,idriss5252,I rated Cloudy with a Chance of Meatballs 2 4/10  http://t.co/3TtO7pMa7S,1389961124,,,
542,761643,1492393789,idriss5252,I rated Rush 7/10  http://t.co/n0xPXRGcRY,1389961098,,,
543,761644,1492393789,idriss5252,I rated The Book Thief 6/10  http://t.co/4f0k3NiVJl,1389961065,,,
544,761645,27066600,tom1980uk,I rated 12 Years a Slave 9/10 ,1389961044,,,
545,761646,43891786,chipsareready,"I rated Lipstick &amp; Dynamite, Piss &amp; Vinegar: The First Ladies of Wrestling 6/10 ",1389961019,,,
546,761647,450882120,dharmon5594,I rated The Spectacular Now 10/10 ,1389960455,,,
547,761648,552938518,Andrea_De_Lucia,I rated Total Recall - Atto di forza 6/10 ,1389960352,,,
548,761649,518055969,SirCharlesNash,I rated Fruitvale Station 10/10 ,1389960229,,,
549,761650,26558312,axtorres,I rated Triumph of the Will 8/10 ,1389960226,,,
550,761651,191113871,DemianLan,I rated Urbanized 9/10 ,1389959804,,,
551,761652,67759834,DennisEduan,I rated Gravidade 10/10 ,1389959447,,,
552,761653,451374125,realAlexRWagner,I rated Dawn 9/10 ,1389959271,,,
553,761654,234598391,osss_said,I rated Lipstick Jungle 9/10 ,1389959111,,,
554,761655,357911166,talloolly,I rated Frozen 10/10 ,1389959090,,,
555,761656,259573788,0Dang,I rated Inside Llewyn Davis 8/10 ,1389959060,,,
556,761657,45953971,quodavid,I rated 12 Years a Slave 7/10 ,1389958015,,,
557,761658,106138241,RiteanDan,I rated Stoker 6/10 ,1389957491,,,
558,761659,337727526,Burak_Kayhan,I rated Les Lyonnais 6/10 ,1389956925,,,
559,761660,481961997,HouseofZues,I rated Nobody Walks 3/10 ,1389956531,,,
560,761661,337727526,Burak_Kayhan,I rated Blue Jasmine 7/10 ,1389956304,,,
561,761662,393447453,krswto,I rated Jack Ryan: Shadow Recruit 7/10 ,1389956149,,,
562,761663,185511402,WorapK,I rated The Night the Clown Cried 9/10 ,1389956079,,,
563,761664,72973494,ranbarse,I rated Colombiana 4/10 ,1389955798,,,
564,761665,16319784,lisastethem,I rated The World's End 7/10 ,1389955187,,,
565,761666,295138201,M111G,I rated Her 8/10 ,1389954514,,,
566,761667,15044755,wilburguerra,I rated Scarface 9/10 ,1389954365,,,
567,761668,270995124,Beto_Briseno,I rated El Lobo de Wall Street 10/10 ,1389953576,,,
568,761669,288316068,JayashreeMegan,I rated Her 9/10 ,1389953252,,,
569,761670,322562301,MohdAlsaad_,I rated White House Down 10/10 ,1389953231,,,
570,761671,201657168,Ali_shinn,I rated Deadfall 7/10 ,1389953180,,,
571,761672,55087595,ademeng,I rated The League of Extraordinary Gentlemen 10/10 ,1389953135,,,
572,761673,201734239,mr_musica,I rated American Hustle 9/10 ,1389953066,,,
573,761674,20754408,therightjon,I rated Dallas Buyers Club 10/10 ,1389952922,,,
574,761675,2194435111,MonsieurCacas,I rated El Crimen Perfecto (The Perfect Crime) 8/10 ,1389952714,El Crimen Perfecto,The Perfect Crime,8/10 
575,761676,51231721,mmarcinex,I rated Gravity 9/10 ,1389952634,,,
576,761677,1081128709,tubby555,I rated The Wolf of Wall Street 10/10  http://t.co/s2UCdt4RC6,1389952611,,,
577,761678,1586367090,Mykl_Coma_Dolls,I rated Puss in Boots 1/10  http://t.co/FAM96QExnd,1389952048,,,
578,761679,32501319,ChuyCortez,I rated La increible vida de Walter Mitty 8/10 ,1389951684,,,
579,761680,213161577,Dr_Osaimii,"I rated The Originals ""Bloodletting"" 9/10 ",1389951024,,,
580,761681,23684776,Corey_Frizzell,I rated The Wolf of Wall Street 10/10 ,1389950938,,,
581,761682,34972668,jgregg42,I rated Kids 8/10 ,1389950513,,,
582,761683,137529813,TheScribesDesk,I rated #WintersBone 8/10. #JLaw 's talent was undeniable in this #film. How did you rate it?  http://t.co/51F68Korc6,1389950472,,,
583,761684,86783739,Quique85,I rated Blue Jasmine 9/10 ,1389950295,,,
584,761685,213724902,Strizz12,I rated Edtv 7/10 ,1389950188,,,
585,761686,174060191,GenessisLC,I rated Last Vegas 10/10 ,1389949762,,,
586,761687,45953971,quodavid,I rated Dallas Buyers Club 7/10 ,1389949574,,,
587,761688,16319784,lisastethem,I rated Carrie 7/10 ,1389949454,,,
588,761689,350329471,ICallHerPoppy,I rated The Family 6/10 ,1389949057,,,
589,761690,47221788,yovanu,I rated Gravity 8/10 ,1389948324,,,
590,761691,473245662,toia19,I rated One for the Money 7/10 ,1389948293,,,
591,761692,235327687,Tony_Flo,I rated 12 Years a Slave 8/10 ,1389948245,,,
592,761693,12481482,nikeeweston,I rated Wanda Sykes: I'ma Be Me 10/10 ,1389948105,,,
593,761694,43891786,chipsareready,I rated Hidden Universe 3D 6/10 ,1389948029,,,
594,761695,43891786,chipsareready,I rated Great White Shark 6/10 ,1389948017,,,
595,761696,43891786,chipsareready,I rated Lost Boys: The Thirst 5/10 ,1389948005,,,
596,761697,599844552,lemonpepperkev,I rated Ride Along 3/10 ,1389947893,,,
597,761698,624226165,enikolai82,I rated Daria 8/10 ,1389947380,,,
598,761699,106138241,RiteanDan,I rated Byzantium 8/10 ,1389946693,,,
599,761700,28645256,yosoyCarlosRD,I rated Captain Phillips 7/10 ,1389946603,,,
600,761701,495438314,CelineFate,I rated Sea Patrol 10/10 ,1389946492,,,
601,761702,1002678338,lettergasket,I rated In a World... 8/10. Just fun!#IMDb  http://t.co/wkiLLI6qgy,1389946222,,,
602,761703,448041545,Mikael_Nihilsen,I rated Carrie 6/10 ,1389946038,,,
603,761704,1085153702,ChelZBlue,I rated Carrie 5/10 ,1389945704,,,
604,761705,305836973,Otrocorredor,I rated Sherlock 10/10 ,1389945702,,,
605,761706,368719576,SalehBonayan,I rated Conan the Barbarian 7/10 ,1389945594,,,
606,761707,14301062,WittenHayes,I rated Her 10/10 ,1389945463,,,
607,761708,171441538,lamayatim,I rated American Hustle 6/10 ,1389945015,,,
608,761709,61698462,DukeRules91,I rated Freezer 7/10 ,1389944875,,,
609,761710,116444083,abdul3lah,I rated Captain Phillips 9/10 ,1389944796,,,
610,761711,363553470,MoDoY88,I rated Fruitvale Station 7/10 ,1389944783,,,
611,761712,624226165,enikolai82,I rated Warlock: The Armageddon 6/10 ,1389944617,,,
612,761713,241824963,Shishio_H,I rated Weeds 9/10 ,1389944346,,,
613,761714,306471424,gpat2014,I rated 127 Hours 9/10 ,1389944161,,,
614,761715,396528984,AAboodii12,I rated Children of Men 7/10  http://t.co/00t1Yx0AHc,1389944120,,,
615,761716,306471424,gpat2014,I rated 12 Years a Slave 8/10 ,1389944097,,,
616,761717,15044755,wilburguerra,I rated The Wolf of Wall Street 8/10 ,1389943984,,,
617,761718,162281924,socksforjesus,I rated The Wire 8/10 ,1389943899,,,
618,761719,301010963,Ralphyyyyy,I rated Coraline 8/10 ,1389943268,,,
619,761720,1090720278,E219V,I rated Last Vegas 2/10 ,1389943205,,,
620,761721,49626871,TJ_Bass316,I rated Dallas Buyers Club 9/10 ,1389942584,,,
621,761722,253803673,tanmanswanson,I rated Cannibal! The Musical 10/10 ,1389942476,,,
622,761723,9588282,danielflorencio,I rated Lovelace 4/10 ,1389942432,,,
623,761724,324470803,Chips_T95,I rated Bump and Grind 8/10 ,1389941838,,,
624,761725,423041359,V_Simos,I rated Prisoners 9/10 ,1389941820,,,
625,761726,396981605,Kummer3000,I rated Dallas Buyers Club 8/10 ,1389941781,,,
626,761727,481961997,HouseofZues,I rated Sherlock 10/10 ,1389941570,,,
627,761728,26439343,paumzito,I rated The Wolf of Wall Street 9/10 ,1389940956,,,
628,761729,392098611,AbdulelahTB,I rated Captain Phillips 8/10 ,1389940839,,,
629,761730,772471020,AzizAAlmasoud,I rated Unfaithful 4/10 ,1389940702,,,
630,761731,423628859,Greattvlover,I rated Rocketeer 8/10 ,1389940644,,,
631,761732,423628859,Greattvlover,I rated Toy Story 2 7/10 ,1389940629,,,
632,761733,423628859,Greattvlover,I rated Spider-Man 6/10 ,1389940617,,,
633,761734,423628859,Greattvlover,I rated The Hobbit: The Desolation of Smaug 9/10 ,1389940594,,,
634,761735,423628859,Greattvlover,I rated Menace II Society 8/10 ,1389940583,,,
635,761736,124742006,astinotaufik,I rated The Secret Life of Walter Mitty 8/10 ,1389940580,,,
636,761737,423628859,Greattvlover,I rated The Kennedys 9/10 ,1389940567,,,
637,761738,423628859,Greattvlover,I rated Star Wars: Episode VI - Return of the Jedi 10/10 ,1389940533,,,
638,761739,423628859,Greattvlover,I rated Labyrinth 7/10 ,1389940515,,,
639,761740,423628859,Greattvlover,I rated Iron Man 8/10 ,1389940501,,,
640,761741,423628859,Greattvlover,I rated Stargate SG-1 9/10 ,1389940484,,,
641,761742,423628859,Greattvlover,I rated Stargate 8/10 ,1389940467,,,
642,761743,423628859,Greattvlover,I rated The X Files 8/10 ,1389940454,,,
643,761744,423628859,Greattvlover,I rated Californication 10/10 ,1389940425,,,
644,761745,325115256,Sul3tn,I rated Super 9/10 ,1389940289,,,
